stage_event_id,application_id,stage_code,stage_sequence_number,stage_entry_date,stage_exit_date,exit_reason,updated_at,extracted_at
STG-00000214,APP-0000094,interview,4,2024-01-17,2024-01-29,rejected,2024-01-29T19:07:48Z,2026-05-31T23:59:59Z
STG-00000215,APP-0000095,review,1,2024-01-04,2024-01-11,withdrawn,2024-01-11T18:49:54Z,2026-05-31T23:59:59Z
STG-00000216,APP-0000096,review,1,2024-01-04,2024-01-08,,2024-01-08T08:29:28Z,2026-05-31T23:59:59Z
STG-00000217,APP-0000096,screen,2,2024-01-08,2024-01-21,,2024-01-21T08:52:14Z,2026-05-31T23:59:59Z
STG-00000218,APP-0000096,assessment,3,2024-01-21,2024-01-24,,2024-01-24T15:28:47Z,2026-05-31T23:59:59Z
STG-00000219,APP-0000096,interview,4,2024-01-24,2024-02-10,rejected,2024-02-10T14:18:33Z,2026-05-31T23:59:59Z
STG-00000220,APP-0000097,review,1,2024-01-04,2024-01-10,,2024-01-10T13:04:30Z,2026-05-31T23:59:59Z
STG-00000221,APP-0000097,screen,2,2024-01-10,2024-01-20,rejected,2024-01-20T19:30:16Z,2026-05-31T23:59:59Z
STG-00000222,APP-0000098,review,1,2024-01-04,2024-01-05,,2024-01-05T08:46:42Z,2026-05-31T23:59:59Z
STG-00000223,APP-0000098,screen,2,2024-01-05,2024-01-06,,2024-01-06T09:43:00Z,2026-05-31T23:59:59Z
STG-00000224,APP-0000098,assessment,3,2024-01-06,2024-01-11,withdrawn,2024-01-11T11:54:47Z,2026-05-31T23:59:59Z
STG-00000225,APP-0000099,review,1,2024-01-04,2024-01-06,rejected,2024-01-06T11:43:13Z,2026-05-31T23:59:59Z
STG-00000226,APP-0000100,review,1,2024-01-04,2024-01-06,,2024-01-06T09:44:11Z,2026-05-31T23:59:59Z
STG-00000227,APP-0000100,screen,2,2024-01-06,2024-01-16,rejected,2024-01-16T11:29:01Z,2026-05-31T23:59:59Z
STG-00000228,APP-0000101,review,1,2024-01-04,2024-01-06,rejected,2024-01-06T11:59:40Z,2026-05-31T23:59:59Z
STG-00000229,APP-0000102,review,1,2024-01-04,2024-01-06,,2024-01-06T14:18:34Z,2026-05-31T23:59:59Z
STG-00000230,APP-0000102,screen,2,2024-01-06,2024-01-10,,2024-01-10T17:07:43Z,2026-05-31T23:59:59Z
STG-00000231,APP-0000102,assessment,3,2024-01-10,2024-01-14,rejected,2024-01-14T09:28:41Z,2026-05-31T23:59:59Z
STG-00000232,APP-0000103,review,1,2024-01-04,2024-01-22,rejected,2024-01-22T17:40:03Z,2026-05-31T23:59:59Z
STG-00000233,APP-0000104,review,1,2024-01-05,2024-01-10,,2024-01-10T17:47:17Z,2026-05-31T23:59:59Z
STG-00000234,APP-0000104,screen,2,2024-01-10,2024-01-13,rejected,2024-01-13T09:46:46Z,2026-05-31T23:59:59Z
STG-00000235,APP-0000105,review,1,2024-01-05,2024-01-09,rejected,2024-01-09T13:20:16Z,2026-05-31T23:59:59Z
STG-00000236,APP-0000106,review,1,2024-01-05,2024-01-10,,2024-01-10T18:58:50Z,2026-05-31T23:59:59Z
STG-00000237,APP-0000106,screen,2,2024-01-10,2024-01-15,,2024-01-15T13:44:28Z,2026-05-31T23:59:59Z
STG-00000238,APP-0000106,assessment,3,2024-01-15,2024-01-20,rejected,2024-01-20T11:08:29Z,2026-05-31T23:59:59Z
STG-00000239,APP-0000107,review,1,2024-01-05,2024-01-09,rejected,2024-01-09T08:55:23Z,2026-05-31T23:59:59Z
STG-00000240,APP-0000108,review,1,2024-01-05,2024-01-09,withdrawn,2024-01-09T11:09:12Z,2026-05-31T23:59:59Z
STG-00000241,APP-0000109,review,1,2024-01-05,2024-01-08,,2024-01-08T14:06:06Z,2026-05-31T23:59:59Z
STG-00000242,APP-0000109,screen,2,2024-01-08,2024-01-10,rejected,2024-01-10T18:59:00Z,2026-05-31T23:59:59Z
STG-00000243,APP-0000110,review,1,2024-01-05,2024-01-07,rejected,2024-01-07T09:55:46Z,2026-05-31T23:59:59Z
STG-00000244,APP-0000111,review,1,2024-01-05,2024-01-09,rejected,2024-01-09T17:33:53Z,2026-05-31T23:59:59Z
STG-00000245,APP-0000112,review,1,2024-01-05,2024-01-09,,2024-01-09T12:35:35Z,2026-05-31T23:59:59Z
STG-00000246,APP-0000112,screen,2,2024-01-09,2024-01-13,,2024-01-13T08:45:33Z,2026-05-31T23:59:59Z
STG-00000247,APP-0000112,assessment,3,2024-01-13,2024-01-15,rejected,2024-01-15T13:48:43Z,2026-05-31T23:59:59Z
STG-00000248,APP-0000113,review,1,2024-01-05,2024-01-12,,2024-01-12T12:26:18Z,2026-05-31T23:59:59Z
STG-00000249,APP-0000113,screen,2,2024-01-12,2024-01-17,,2024-01-17T08:20:12Z,2026-05-31T23:59:59Z
STG-00000250,APP-0000113,assessment,3,2024-01-17,2024-01-22,,2024-01-22T17:10:49Z,2026-05-31T23:59:59Z
STG-00000251,APP-0000113,interview,4,2024-01-22,2024-01-26,,2024-01-26T08:55:43Z,2026-05-31T23:59:59Z
STG-00000252,APP-0000113,offer,5,2024-01-26,2024-01-29,,2024-01-29T13:21:57Z,2026-05-31T23:59:59Z
STG-00000253,APP-0000114,review,1,2024-01-05,2024-01-09,,2024-01-09T15:50:59Z,2026-05-31T23:59:59Z
STG-00000254,APP-0000114,screen,2,2024-01-09,2024-01-20,,2024-01-20T11:56:48Z,2026-05-31T23:59:59Z
STG-00000255,APP-0000114,assessment,3,2024-01-20,2024-01-23,rejected,2024-01-23T13:36:22Z,2026-05-31T23:59:59Z
STG-00000256,APP-0000115,review,1,2024-01-05,2024-01-08,withdrawn,2024-01-08T08:57:16Z,2026-05-31T23:59:59Z
STG-00000257,APP-0000116,review,1,2024-01-05,2024-01-07,rejected,2024-01-07T19:22:34Z,2026-05-31T23:59:59Z
STG-00000258,APP-0000117,review,1,2024-01-05,2024-01-07,,2024-01-07T17:22:51Z,2026-05-31T23:59:59Z
STG-00000259,APP-0000117,screen,2,2024-01-07,2024-01-12,,2024-01-12T14:53:49Z,2026-05-31T23:59:59Z
STG-00000260,APP-0000117,assessment,3,2024-01-12,2024-01-16,,2024-01-16T10:38:18Z,2026-05-31T23:59:59Z
STG-00000261,APP-0000117,interview,4,2024-01-16,2024-02-01,rejected,2024-02-01T12:51:24Z,2026-05-31T23:59:59Z
STG-00000262,APP-0000118,review,1,2024-01-05,2024-01-09,,2024-01-09T08:06:14Z,2026-05-31T23:59:59Z
STG-00000263,APP-0000118,screen,2,2024-01-09,2024-01-17,,2024-01-17T13:15:12Z,2026-05-31T23:59:59Z
STG-00000264,APP-0000118,assessment,3,2024-01-17,2024-01-20,,2024-01-20T09:21:07Z,2026-05-31T23:59:59Z
STG-00000265,APP-0000118,interview,4,2024-01-20,2024-01-26,,2024-01-26T11:04:53Z,2026-05-31T23:59:59Z
STG-00000266,APP-0000118,offer,5,2024-01-26,2024-01-29,,2024-01-29T15:24:31Z,2026-05-31T23:59:59Z
STG-00000267,APP-0000119,review,1,2024-01-05,2024-01-07,rejected,2024-01-07T15:14:01Z,2026-05-31T23:59:59Z
STG-00000268,APP-0000120,review,1,2024-01-05,2024-01-10,,2024-01-10T11:12:40Z,2026-05-31T23:59:59Z
STG-00000269,APP-0000120,screen,2,2024-01-10,2024-01-17,withdrawn,2024-01-17T18:43:10Z,2026-05-31T23:59:59Z
STG-00000270,APP-0000121,review,1,2024-01-05,2024-01-08,,2024-01-08T11:33:47Z,2026-05-31T23:59:59Z
STG-00000271,APP-0000121,screen,2,2024-01-08,2024-01-12,rejected,2024-01-12T11:42:05Z,2026-05-31T23:59:59Z
STG-00000272,APP-0000122,review,1,2024-01-05,2024-01-06,withdrawn,2024-01-06T08:07:19Z,2026-05-31T23:59:59Z
STG-00000273,APP-0000123,review,1,2024-01-05,2024-01-09,,2024-01-09T12:27:13Z,2026-05-31T23:59:59Z
STG-00000274,APP-0000123,screen,2,2024-01-09,2024-01-12,rejected,2024-01-12T10:37:54Z,2026-05-31T23:59:59Z
STG-00000275,APP-0000124,review,1,2024-01-05,2024-01-10,rejected,2024-01-10T16:06:44Z,2026-05-31T23:59:59Z
STG-00000276,APP-0000125,review,1,2024-01-05,2024-01-17,rejected,2024-01-17T09:14:22Z,2026-05-31T23:59:59Z
STG-00000277,APP-0000126,review,1,2024-01-05,2024-01-08,,2024-01-08T14:04:40Z,2026-05-31T23:59:59Z
STG-00000278,APP-0000126,screen,2,2024-01-08,2024-01-10,,2024-01-10T13:46:17Z,2026-05-31T23:59:59Z
STG-00000279,APP-0000126,assessment,3,2024-01-10,2024-01-21,,2024-01-21T16:44:47Z,2026-05-31T23:59:59Z
STG-00000280,APP-0000126,interview,4,2024-01-21,2024-01-31,rejected,2024-01-31T12:59:00Z,2026-05-31T23:59:59Z
STG-00000281,APP-0000127,review,1,2024-01-05,2024-01-16,rejected,2024-01-16T18:17:38Z,2026-05-31T23:59:59Z
STG-00000282,APP-0000128,review,1,2024-01-05,2024-01-07,,2024-01-07T15:51:20Z,2026-05-31T23:59:59Z
STG-00000283,APP-0000128,screen,2,2024-01-07,2024-01-10,,2024-01-10T17:15:26Z,2026-05-31T23:59:59Z
STG-00000284,APP-0000128,assessment,3,2024-01-10,2024-01-12,,2024-01-12T15:35:41Z,2026-05-31T23:59:59Z
STG-00000285,APP-0000128,interview,4,2024-01-12,2024-01-19,rejected,2024-01-19T11:29:31Z,2026-05-31T23:59:59Z
STG-00000286,APP-0000129,review,1,2024-01-05,2024-01-08,,2024-01-08T18:56:33Z,2026-05-31T23:59:59Z
STG-00000287,APP-0000129,screen,2,2024-01-08,2024-01-11,rejected,2024-01-11T10:18:31Z,2026-05-31T23:59:59Z
STG-00000288,APP-0000130,review,1,2024-01-05,2024-01-07,,2024-01-07T18:13:58Z,2026-05-31T23:59:59Z
STG-00000289,APP-0000130,screen,2,2024-01-07,2024-01-12,,2024-01-12T18:16:16Z,2026-05-31T23:59:59Z
STG-00000290,APP-0000130,assessment,3,2024-01-12,2024-01-28,,2024-01-28T15:19:49Z,2026-05-31T23:59:59Z
STG-00000291,APP-0000130,interview,4,2024-01-28,2024-02-02,,2024-02-02T08:37:23Z,2026-05-31T23:59:59Z
STG-00000292,APP-0000130,offer,5,2024-02-02,2024-02-08,,2024-02-08T13:39:05Z,2026-05-31T23:59:59Z
STG-00000293,APP-0000131,review,1,2024-01-05,2024-01-09,,2024-01-09T13:46:23Z,2026-05-31T23:59:59Z
STG-00000294,APP-0000131,screen,2,2024-01-09,2024-01-12,,2024-01-12T17:28:44Z,2026-05-31T23:59:59Z
STG-00000295,APP-0000131,assessment,3,2024-01-12,2024-01-14,,2024-01-14T08:49:30Z,2026-05-31T23:59:59Z
STG-00000296,APP-0000131,interview,4,2024-01-14,2024-01-17,withdrawn,2024-01-17T09:44:00Z,2026-05-31T23:59:59Z
STG-00000297,APP-0000132,review,1,2024-01-05,2024-01-19,,2024-01-19T19:17:10Z,2026-05-31T23:59:59Z
STG-00000298,APP-0000132,screen,2,2024-01-19,2024-01-28,,2024-01-28T14:34:15Z,2026-05-31T23:59:59Z
STG-00000299,APP-0000132,assessment,3,2024-01-28,2024-02-01,,2024-02-01T17:02:41Z,2026-05-31T23:59:59Z
STG-00000300,APP-0000132,interview,4,2024-02-01,2024-02-17,rejected,2024-02-17T19:45:47Z,2026-05-31T23:59:59Z
STG-00000301,APP-0000133,review,1,2024-01-05,2024-01-07,rejected,2024-01-07T12:44:45Z,2026-05-31T23:59:59Z
STG-00000302,APP-0000134,review,1,2024-01-05,2024-01-10,,2024-01-10T12:03:19Z,2026-05-31T23:59:59Z
STG-00000303,APP-0000134,screen,2,2024-01-10,2024-01-12,,2024-01-12T18:20:01Z,2026-05-31T23:59:59Z
STG-00000304,APP-0000134,assessment,3,2024-01-12,2024-01-18,rejected,2024-01-18T19:01:06Z,2026-05-31T23:59:59Z
STG-00000305,APP-0000135,review,1,2024-01-05,2024-01-09,rejected,2024-01-09T10:02:12Z,2026-05-31T23:59:59Z
STG-00000306,APP-0000136,review,1,2024-01-05,2024-01-08,withdrawn,2024-01-08T11:27:26Z,2026-05-31T23:59:59Z
STG-00000307,APP-0000137,review,1,2024-01-05,2024-01-07,rejected,2024-01-07T15:08:56Z,2026-05-31T23:59:59Z
STG-00000308,APP-0000138,review,1,2024-01-05,2024-01-07,rejected,2024-01-07T13:11:53Z,2026-05-31T23:59:59Z
STG-00000309,APP-0000139,review,1,2024-01-05,2024-01-09,,2024-01-09T15:20:47Z,2026-05-31T23:59:59Z
STG-00000310,APP-0000139,screen,2,2024-01-09,2024-01-13,,2024-01-13T08:13:30Z,2026-05-31T23:59:59Z
STG-00000311,APP-0000139,assessment,3,2024-01-13,2024-01-16,,2024-01-16T19:23:40Z,2026-05-31T23:59:59Z
STG-00000312,APP-0000139,interview,4,2024-01-16,2024-01-21,rejected,2024-01-21T17:21:10Z,2026-05-31T23:59:59Z
STG-00000313,APP-0000140,review,1,2024-01-05,2024-01-14,,2024-01-14T19:04:48Z,2026-05-31T23:59:59Z
STG-00000314,APP-0000140,screen,2,2024-01-14,2024-01-30,,2024-01-30T19:56:35Z,2026-05-31T23:59:59Z
STG-00000315,APP-0000140,assessment,3,2024-01-30,2024-02-05,rejected,2024-02-05T09:40:53Z,2026-05-31T23:59:59Z
STG-00000316,APP-0000141,review,1,2024-01-05,2024-01-10,rejected,2024-01-10T11:45:35Z,2026-05-31T23:59:59Z
STG-00000317,APP-0000142,review,1,2024-01-05,2024-01-09,rejected,2024-01-09T15:26:01Z,2026-05-31T23:59:59Z
STG-00000318,APP-0000143,review,1,2024-01-05,2024-01-11,rejected,2024-01-11T19:40:08Z,2026-05-31T23:59:59Z
STG-00000319,APP-0000144,review,1,2024-01-05,2024-01-08,rejected,2024-01-08T13:33:02Z,2026-05-31T23:59:59Z
STG-00000320,APP-0000145,review,1,2024-01-05,2024-01-08,rejected,2024-01-08T16:19:53Z,2026-05-31T23:59:59Z
STG-00000321,APP-0000146,review,1,2024-01-05,2024-01-10,,2024-01-10T12:49:03Z,2026-05-31T23:59:59Z
STG-00000322,APP-0000146,screen,2,2024-01-10,2024-01-15,withdrawn,2024-01-15T14:29:25Z,2026-05-31T23:59:59Z
STG-00000323,APP-0000147,review,1,2024-01-05,2024-01-07,rejected,2024-01-07T18:44:35Z,2026-05-31T23:59:59Z
STG-00000324,APP-0000148,review,1,2024-01-05,2024-01-06,,2024-01-06T18:47:12Z,2026-05-31T23:59:59Z
STG-00000325,APP-0000148,screen,2,2024-01-06,2024-01-21,,2024-01-21T15:16:54Z,2026-05-31T23:59:59Z
STG-00000326,APP-0000148,assessment,3,2024-01-21,2024-01-27,,2024-01-27T12:51:40Z,2026-05-31T23:59:59Z
STG-00000327,APP-0000148,interview,4,2024-01-27,2024-02-01,,2024-02-01T12:33:14Z,2026-05-31T23:59:59Z
STG-00000328,APP-0000148,offer,5,2024-02-01,2024-02-08,offer_declined,2024-02-08T10:41:31Z,2026-05-31T23:59:59Z
STG-00000329,APP-0000149,review,1,2024-01-05,2024-01-10,,2024-01-10T13:24:29Z,2026-05-31T23:59:59Z
STG-00000330,APP-0000149,screen,2,2024-01-10,2024-01-15,rejected,2024-01-15T10:25:44Z,2026-05-31T23:59:59Z
STG-00000331,APP-0000150,review,1,2024-01-05,2024-01-09,withdrawn,2024-01-09T12:44:46Z,2026-05-31T23:59:59Z
STG-00000332,APP-0000151,review,1,2024-01-05,2024-01-07,,2024-01-07T14:41:08Z,2026-05-31T23:59:59Z
STG-00000333,APP-0000151,screen,2,2024-01-07,2024-01-09,,2024-01-09T11:30:26Z,2026-05-31T23:59:59Z
STG-00000334,APP-0000151,assessment,3,2024-01-09,2024-01-14,,2024-01-14T13:20:49Z,2026-05-31T23:59:59Z
STG-00000335,APP-0000151,interview,4,2024-01-14,2024-01-21,,2024-01-21T08:12:23Z,2026-05-31T23:59:59Z
STG-00000336,APP-0000151,offer,5,2024-01-21,2024-01-23,,2024-01-23T08:03:41Z,2026-05-31T23:59:59Z
STG-00000337,APP-0000152,review,1,2024-01-05,2024-01-08,,2024-01-08T16:51:23Z,2026-05-31T23:59:59Z
STG-00000338,APP-0000152,screen,2,2024-01-08,2024-01-11,rejected,2024-01-11T10:14:50Z,2026-05-31T23:59:59Z
STG-00000339,APP-0000153,review,1,2024-01-05,2024-01-11,rejected,2024-01-11T19:36:44Z,2026-05-31T23:59:59Z
STG-00000340,APP-0000154,review,1,2024-01-05,2024-01-07,,2024-01-07T17:19:43Z,2026-05-31T23:59:59Z
STG-00000341,APP-0000154,screen,2,2024-01-07,2024-01-14,,2024-01-14T11:35:21Z,2026-05-31T23:59:59Z
STG-00000342,APP-0000154,assessment,3,2024-01-14,2024-01-18,,2024-01-18T16:52:19Z,2026-05-31T23:59:59Z
STG-00000343,APP-0000154,interview,4,2024-01-18,2024-01-30,rejected,2024-01-30T09:52:21Z,2026-05-31T23:59:59Z
STG-00000344,APP-0000155,review,1,2024-01-05,2024-01-19,rejected,2024-01-19T19:41:42Z,2026-05-31T23:59:59Z
STG-00000345,APP-0000156,review,1,2024-01-05,2024-01-13,rejected,2024-01-13T12:40:00Z,2026-05-31T23:59:59Z
STG-00000346,APP-0000157,review,1,2024-01-05,2024-01-07,,2024-01-07T08:23:54Z,2026-05-31T23:59:59Z
STG-00000347,APP-0000157,screen,2,2024-01-07,2024-01-09,,2024-01-09T10:08:12Z,2026-05-31T23:59:59Z
STG-00000348,APP-0000157,assessment,3,2024-01-09,2024-01-14,,2024-01-14T16:45:17Z,2026-05-31T23:59:59Z
STG-00000349,APP-0000157,interview,4,2024-01-14,2024-02-05,withdrawn,2024-02-05T17:35:07Z,2026-05-31T23:59:59Z
STG-00000350,APP-0000158,review,1,2024-01-05,2024-01-08,,2024-01-08T14:39:42Z,2026-05-31T23:59:59Z
STG-00000351,APP-0000158,screen,2,2024-01-08,2024-01-11,,2024-01-11T15:06:32Z,2026-05-31T23:59:59Z
STG-00000352,APP-0000158,assessment,3,2024-01-11,2024-01-30,,2024-01-30T13:17:54Z,2026-05-31T23:59:59Z
STG-00000353,APP-0000158,interview,4,2024-01-30,2024-02-17,,2024-02-17T13:44:52Z,2026-05-31T23:59:59Z
STG-00000354,APP-0000158,offer,5,2024-02-17,2024-02-18,,2024-02-18T12:01:59Z,2026-05-31T23:59:59Z
STG-00000355,APP-0000159,review,1,2024-01-05,2024-01-10,,2024-01-10T15:43:29Z,2026-05-31T23:59:59Z
STG-00000356,APP-0000159,screen,2,2024-01-10,2024-01-12,rejected,2024-01-12T17:17:15Z,2026-05-31T23:59:59Z
STG-00000357,APP-0000160,review,1,2024-01-05,2024-01-06,,2024-01-06T19:00:29Z,2026-05-31T23:59:59Z
STG-00000358,APP-0000160,screen,2,2024-01-06,2024-01-12,,2024-01-12T14:38:20Z,2026-05-31T23:59:59Z
STG-00000359,APP-0000160,assessment,3,2024-01-12,2024-01-16,rejected,2024-01-16T19:12:10Z,2026-05-31T23:59:59Z
STG-00000360,APP-0000161,review,1,2024-01-05,2024-01-07,,2024-01-07T08:49:49Z,2026-05-31T23:59:59Z
STG-00000361,APP-0000161,screen,2,2024-01-07,2024-01-13,,2024-01-13T13:06:03Z,2026-05-31T23:59:59Z
STG-00000362,APP-0000161,assessment,3,2024-01-13,2024-01-18,rejected,2024-01-18T14:32:33Z,2026-05-31T23:59:59Z
STG-00000363,APP-0000162,review,1,2024-01-05,2024-01-08,,2024-01-08T11:00:39Z,2026-05-31T23:59:59Z
STG-00000364,APP-0000162,screen,2,2024-01-08,2024-01-14,rejected,2024-01-14T09:17:40Z,2026-05-31T23:59:59Z
STG-00000365,APP-0000163,review,1,2024-01-05,2024-01-14,rejected,2024-01-14T19:42:26Z,2026-05-31T23:59:59Z
STG-00000366,APP-0000164,review,1,2024-01-05,2024-01-08,,2024-01-08T17:48:08Z,2026-05-31T23:59:59Z
STG-00000367,APP-0000164,screen,2,2024-01-08,2024-01-12,,2024-01-12T15:34:38Z,2026-05-31T23:59:59Z
STG-00000368,APP-0000164,assessment,3,2024-01-12,2024-01-20,rejected,2024-01-20T09:10:55Z,2026-05-31T23:59:59Z
STG-00000369,APP-0000165,review,1,2024-01-05,2024-01-07,rejected,2024-01-07T17:05:13Z,2026-05-31T23:59:59Z
STG-00000370,APP-0000166,review,1,2024-01-05,2024-01-07,,2024-01-07T11:47:56Z,2026-05-31T23:59:59Z
STG-00000371,APP-0000166,screen,2,2024-01-07,2024-01-09,,2024-01-09T09:54:02Z,2026-05-31T23:59:59Z
STG-00000372,APP-0000166,assessment,3,2024-01-09,2024-01-18,,2024-01-18T17:52:00Z,2026-05-31T23:59:59Z
STG-00000373,APP-0000166,interview,4,2024-01-18,2024-01-27,rejected,2024-01-27T18:54:14Z,2026-05-31T23:59:59Z
STG-00000374,APP-0000167,review,1,2024-01-05,2024-01-13,rejected,2024-01-13T19:16:05Z,2026-05-31T23:59:59Z
STG-00000375,APP-0000168,review,1,2024-01-05,2024-01-09,rejected,2024-01-09T16:02:43Z,2026-05-31T23:59:59Z
STG-00000376,APP-0000169,review,1,2024-01-05,2024-01-11,,2024-01-11T09:35:21Z,2026-05-31T23:59:59Z
STG-00000377,APP-0000169,screen,2,2024-01-11,2024-01-17,,2024-01-17T16:27:59Z,2026-05-31T23:59:59Z
STG-00000378,APP-0000169,assessment,3,2024-01-17,2024-01-25,rejected,2024-01-25T12:09:02Z,2026-05-31T23:59:59Z
STG-00000379,APP-0000170,review,1,2024-01-05,2024-01-17,,2024-01-17T14:42:16Z,2026-05-31T23:59:59Z
STG-00000380,APP-0000170,screen,2,2024-01-17,2024-01-22,,2024-01-22T13:20:35Z,2026-05-31T23:59:59Z
STG-00000381,APP-0000170,assessment,3,2024-01-22,2024-02-05,,2024-02-05T09:58:13Z,2026-05-31T23:59:59Z
STG-00000382,APP-0000170,interview,4,2024-02-05,2024-02-23,,2024-02-23T13:43:43Z,2026-05-31T23:59:59Z
STG-00000383,APP-0000170,offer,5,2024-02-23,2024-03-02,,2024-03-02T17:10:49Z,2026-05-31T23:59:59Z
STG-00000384,APP-0000171,review,1,2024-01-05,2024-01-07,,2024-01-07T17:42:18Z,2026-05-31T23:59:59Z
STG-00000385,APP-0000171,screen,2,2024-01-07,2024-01-11,,2024-01-11T11:33:00Z,2026-05-31T23:59:59Z
STG-00000386,APP-0000171,assessment,3,2024-01-11,2024-01-18,,2024-01-18T12:46:14Z,2026-05-31T23:59:59Z
STG-00000387,APP-0000171,interview,4,2024-01-18,2024-01-30,rejected,2024-01-30T12:49:04Z,2026-05-31T23:59:59Z
STG-00000388,APP-0000172,review,1,2024-01-05,2024-01-08,,2024-01-08T11:08:01Z,2026-05-31T23:59:59Z
STG-00000389,APP-0000172,screen,2,2024-01-08,2024-01-11,,2024-01-11T16:06:31Z,2026-05-31T23:59:59Z
STG-00000390,APP-0000172,assessment,3,2024-01-11,2024-01-14,rejected,2024-01-14T18:59:46Z,2026-05-31T23:59:59Z
STG-00000391,APP-0000173,review,1,2024-01-05,2024-01-08,,2024-01-08T08:59:32Z,2026-05-31T23:59:59Z
STG-00000392,APP-0000173,screen,2,2024-01-08,2024-01-11,rejected,2024-01-11T13:34:06Z,2026-05-31T23:59:59Z
STG-00000393,APP-0000174,review,1,2024-01-05,2024-01-09,rejected,2024-01-09T11:39:04Z,2026-05-31T23:59:59Z
STG-00000394,APP-0000175,review,1,2024-01-05,2024-01-07,withdrawn,2024-01-07T17:32:43Z,2026-05-31T23:59:59Z
STG-00000395,APP-0000176,review,1,2024-01-05,2024-01-07,rejected,2024-01-07T10:55:41Z,2026-05-31T23:59:59Z
STG-00000396,APP-0000177,review,1,2024-01-05,2024-01-06,rejected,2024-01-06T12:15:19Z,2026-05-31T23:59:59Z
STG-00000397,APP-0000178,review,1,2024-01-05,2024-01-09,,2024-01-09T13:06:09Z,2026-05-31T23:59:59Z
STG-00000398,APP-0000178,screen,2,2024-01-09,2024-01-11,,2024-01-11T12:24:48Z,2026-05-31T23:59:59Z
STG-00000399,APP-0000178,assessment,3,2024-01-11,2024-01-18,,2024-01-18T09:56:22Z,2026-05-31T23:59:59Z
STG-00000400,APP-0000178,interview,4,2024-01-18,2024-01-27,,2024-01-27T10:57:50Z,2026-05-31T23:59:59Z
STG-00000401,APP-0000178,offer,5,2024-01-27,2024-02-03,offer_declined,2024-02-03T10:21:44Z,2026-05-31T23:59:59Z
STG-00000402,APP-0000179,review,1,2024-01-05,2024-01-08,rejected,2024-01-08T12:27:46Z,2026-05-31T23:59:59Z
STG-00000403,APP-0000180,review,1,2024-01-06,2024-01-09,rejected,2024-01-09T12:12:04Z,2026-05-31T23:59:59Z
STG-00000404,APP-0000181,review,1,2024-01-06,2024-01-12,,2024-01-12T13:04:55Z,2026-05-31T23:59:59Z
STG-00000405,APP-0000181,screen,2,2024-01-12,2024-01-18,rejected,2024-01-18T15:43:29Z,2026-05-31T23:59:59Z
STG-00000406,APP-0000182,review,1,2024-01-06,2024-01-11,withdrawn,2024-01-11T09:56:43Z,2026-05-31T23:59:59Z
STG-00000407,APP-0000183,review,1,2024-01-06,2024-01-18,withdrawn,2024-01-18T10:57:17Z,2026-05-31T23:59:59Z
STG-00000408,APP-0000184,review,1,2024-01-06,2024-01-08,rejected,2024-01-08T17:49:16Z,2026-05-31T23:59:59Z
STG-00000409,APP-0000185,review,1,2024-01-06,2024-01-10,,2024-01-10T09:20:10Z,2026-05-31T23:59:59Z
STG-00000410,APP-0000185,screen,2,2024-01-10,2024-01-15,withdrawn,2024-01-15T14:58:55Z,2026-05-31T23:59:59Z
STG-00000411,APP-0000186,review,1,2024-01-06,2024-01-11,withdrawn,2024-01-11T18:54:49Z,2026-05-31T23:59:59Z
STG-00000412,APP-0000187,review,1,2024-01-06,2024-01-13,,2024-01-13T14:13:23Z,2026-05-31T23:59:59Z
STG-00000413,APP-0000187,screen,2,2024-01-13,2024-01-16,withdrawn,2024-01-16T11:01:41Z,2026-05-31T23:59:59Z
STG-00000414,APP-0000188,review,1,2024-01-06,2024-01-09,,2024-01-09T16:38:14Z,2026-05-31T23:59:59Z
STG-00000415,APP-0000188,screen,2,2024-01-09,2024-01-18,,2024-01-18T19:16:48Z,2026-05-31T23:59:59Z
STG-00000416,APP-0000188,assessment,3,2024-01-18,2024-01-22,rejected,2024-01-22T16:42:02Z,2026-05-31T23:59:59Z
STG-00000417,APP-0000189,review,1,2024-01-06,2024-01-10,withdrawn,2024-01-10T10:14:36Z,2026-05-31T23:59:59Z
STG-00000418,APP-0000190,review,1,2024-01-06,2024-01-10,withdrawn,2024-01-10T19:56:13Z,2026-05-31T23:59:59Z
STG-00000419,APP-0000191,review,1,2024-01-06,2024-01-10,rejected,2024-01-10T18:26:19Z,2026-05-31T23:59:59Z
STG-00000420,APP-0000192,review,1,2024-01-06,2024-01-10,rejected,2024-01-10T18:21:32Z,2026-05-31T23:59:59Z
STG-00000421,APP-0000193,review,1,2024-01-06,2024-01-08,,2024-01-08T11:02:18Z,2026-05-31T23:59:59Z
STG-00000422,APP-0000193,screen,2,2024-01-08,2024-01-15,withdrawn,2024-01-15T15:21:36Z,2026-05-31T23:59:59Z
STG-00000423,APP-0000194,review,1,2024-01-06,2024-01-08,,2024-01-08T11:34:46Z,2026-05-31T23:59:59Z
STG-00000424,APP-0000194,screen,2,2024-01-08,2024-01-11,rejected,2024-01-11T14:56:53Z,2026-05-31T23:59:59Z
STG-00000425,APP-0000195,review,1,2024-01-06,2024-01-09,rejected,2024-01-09T18:18:11Z,2026-05-31T23:59:59Z
STG-00000426,APP-0000196,review,1,2024-01-06,2024-01-09,withdrawn,2024-01-09T08:32:25Z,2026-05-31T23:59:59Z
